sheet_name,voce_code,intro_description,component_order,component_type,description,unit_measure,quantity,unit_price,total_price
Recupero edilizia moderna,RecMod_vc_9 - Ancoraggio di armature con malta cementizia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,1,lavorazione,1 - Perforazione su cls anche armato o pietra naturale,,,,
Recupero edilizia moderna,RecMod_vc_9 - Ancoraggio di armature con malta cementizia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,2,manodopera,Op. Qualificato (MO1003),h / m,0.800000,27.080000,21.664000
Recupero edilizia moderna,RecMod_vc_9 - Ancoraggio di armature con malta cementizia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,3,manodopera,Op. Specializzato (MO1002),h / m,0.800000,29.220000,23.376000
Recupero edilizia moderna,RecMod_vc_9 - Ancoraggio di armature con malta cementizia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,4,lavorazione,2 – Inghisaggio,,,,
Recupero edilizia moderna,RecMod_vc_9 - Ancoraggio di armature con malta cementizia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,5,manodopera,Op. Qualificato (MO1003),h / m,0.300000,27.080000,8.124000
Recupero edilizia moderna,RecMod_vc_9 - Ancoraggio di armature con malta cementizia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,6,manodopera,Op. Specializzato (MO1002),h / m,0.300000,29.220000,8.766000
Recupero edilizia moderna,RecMod_vc_9 - Ancoraggio di armature con malta cementizia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,7,materiale,010166 - Betonfix 200 TH,Kg /m,0.050000,1.320000,0.066000
Recupero edilizia moderna,RecMod_vc_9 - Ancoraggio di armature con malta cementizia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,8,noli e trasporti,Nolo attrezzature elettriche,h /m,0.000000,8.000000,0.000000
Recupero edilizia moderna,RecMod_vc_10.a - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,1,lavorazione,1 - Perforazione su cls anche armato o pietra naturale,,,,
Recupero edilizia moderna,RecMod_vc_10.a - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,2,manodopera,Op. Qualificato (MO1003),h / m,0.800000,27.080000,21.664000
Recupero edilizia moderna,RecMod_vc_10.a - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,3,manodopera,Op. Specializzato (MO1002),h / m,0.800000,29.220000,23.376000
Recupero edilizia moderna,RecMod_vc_10.a - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,4,lavorazione,2 – Inghisaggio,,,,
Recupero edilizia moderna,RecMod_vc_10.a - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,5,manodopera,Op. Qualificato (MO1003),h / m,0.300000,27.080000,8.124000
Recupero edilizia moderna,RecMod_vc_10.a - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,6,manodopera,Op. Specializzato (MO1002),h / m,0.300000,29.220000,8.766000
Recupero edilizia moderna,RecMod_vc_10.a - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,7,materiale,040300 - Kimitech F3,Kg /m,0.052400,18.020000,0.944248
Recupero edilizia moderna,RecMod_vc_10.a - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,8,noli e trasporti,Nolo attrezzature elettriche,h /m,0.000000,8.000000,0.000000
Recupero edilizia moderna,RecMod_vc_10.b - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,1,lavorazione,1 - Perforazione su cls anche armato o pietra naturale,,,,
Recupero edilizia moderna,RecMod_vc_10.b - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,2,manodopera,Op. Qualificato (MO1003),h / m,0.800000,27.080000,21.664000
Recupero edilizia moderna,RecMod_vc_10.b - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,3,manodopera,Op. Specializzato (MO1002),h / m,0.800000,29.220000,23.376000
Recupero edilizia moderna,RecMod_vc_10.b - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,4,lavorazione,2 – Inghisaggio,,,,
Recupero edilizia moderna,RecMod_vc_10.b - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,5,manodopera,Op. Qualificato (MO1003),h / m,0.300000,27.080000,8.124000
Recupero edilizia moderna,RecMod_vc_10.b - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,6,manodopera,Op. Specializzato (MO1002),h / m,0.300000,29.220000,8.766000
Recupero edilizia moderna,RecMod_vc_10.b - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,7,materiale,040612 - Kimitech EPOXY CTR,Kg /m,0.052400,38.500000,2.017400
Recupero edilizia moderna,RecMod_vc_10.b - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,8,noli e trasporti,Nolo attrezzature elettriche,h /m,0.000000,8.000000,0.000000
Recupero edilizia moderna,RecMod_vc_10.c - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,1,lavorazione,1 - Perforazione su cls anche armato o pietra naturale,,,,
Recupero edilizia moderna,RecMod_vc_10.c - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,2,manodopera,Op. Qualificato (MO1003),h / m,0.800000,27.080000,21.664000
Recupero edilizia moderna,RecMod_vc_10.c - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,3,manodopera,Op. Specializzato (MO1002),h / m,0.800000,29.220000,23.376000
Recupero edilizia moderna,RecMod_vc_10.c - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,4,lavorazione,2 – Inghisaggio,,,,
Recupero edilizia moderna,RecMod_vc_10.c - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,5,manodopera,Op. Qualificato (MO1003),h / m,0.300000,27.080000,8.124000
Recupero edilizia moderna,RecMod_vc_10.c - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,6,manodopera,Op. Specializzato (MO1002),h / m,0.300000,29.220000,8.766000
Recupero edilizia moderna,RecMod_vc_10.c - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,7,materiale,040511 - Kimitech VINYL CTR,Kg /m,0.052400,21.430000,1.122932
Recupero edilizia moderna,RecMod_vc_10.c - Ancoraggio di armature con resine in cartuccia,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche,8,noli e trasporti,Nolo attrezzature elettriche,h /m,0.000000,8.000000,0.000000
Recupero edilizia moderna,RecMod_vc_11 - Ancoraggio di armature con resina epossidica colabile,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche e l'eventuale inerte per caricare il prodotto,1,lavorazione,1 - Perforazione su cls anche armato o pietra naturale,,,,
Recupero edilizia moderna,RecMod_vc_11 - Ancoraggio di armature con resina epossidica colabile,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche e l'eventuale inerte per caricare il prodotto,2,manodopera,Op. Qualificato (MO1003),h / m,0.800000,27.080000,21.664000
Recupero edilizia moderna,RecMod_vc_11 - Ancoraggio di armature con resina epossidica colabile,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche e l'eventuale inerte per caricare il prodotto,3,manodopera,Op. Specializzato (MO1002),h / m,0.800000,29.220000,23.376000
Recupero edilizia moderna,RecMod_vc_11 - Ancoraggio di armature con resina epossidica colabile,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche e l'eventuale inerte per caricare il prodotto,4,lavorazione,2 - Inghisaggio,,,,
Recupero edilizia moderna,RecMod_vc_11 - Ancoraggio di armature con resina epossidica colabile,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche e l'eventuale inerte per caricare il prodotto,5,manodopera,Op. Qualificato (MO1003),h / m,0.300000,27.080000,8.124000
Recupero edilizia moderna,RecMod_vc_11 - Ancoraggio di armature con resina epossidica colabile,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche e l'eventuale inerte per caricare il prodotto,6,manodopera,Op. Specializzato (MO1002),h / m,0.300000,29.220000,8.766000
Recupero edilizia moderna,RecMod_vc_11 - Ancoraggio di armature con resina epossidica colabile,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche e l'eventuale inerte per caricare il prodotto,7,materiale,020035 - Kmitech EP-IN,Kg /m,0.030000,33.980000,1.019400
Recupero edilizia moderna,RecMod_vc_11 - Ancoraggio di armature con resina epossidica colabile,Compreso quanto occorre per dare il lavoro finito sono escluse le armature metalliche e l'eventuale inerte per caricare il prodotto,8,noli e trasporti,Nolo attrezzature elettriche,h /m,0.000000,8.000000,0.000000
Recupero edilizia moderna,RecMod_vc_12 - Ancoraggio di strutture metalliche e macchinari,Sono compresi: la fornitura dei materiali di iniezione; la preparazione e la miscelazione dei componenti,1,lavorazione,1 - Preparazione e miscelazione dei componenti,,,,
Recupero edilizia moderna,RecMod_vc_12 - Ancoraggio di strutture metalliche e macchinari,Sono compresi: la fornitura dei materiali di iniezione; la preparazione e la miscelazione dei componenti,2,manodopera,Op. Qualificato (MO1003),h / dmc,0.800000,27.080000,21.664000
Recupero edilizia moderna,RecMod_vc_12 - Ancoraggio di strutture metalliche e macchinari,Sono compresi: la fornitura dei materiali di iniezione; la preparazione e la miscelazione dei componenti,3,manodopera,Op. Specializzato (MO1002),h / dmc,0.800000,29.220000,23.376000
Recupero edilizia moderna,RecMod_vc_12 - Ancoraggio di strutture metalliche e macchinari,Sono compresi: la fornitura dei materiali di iniezione; la preparazione e la miscelazione dei componenti,4,lavorazione,2 – Inghisaggio,,,,
Recupero edilizia moderna,RecMod_vc_12 - Ancoraggio di strutture metalliche e macchinari,Sono compresi: la fornitura dei materiali di iniezione; la preparazione e la miscelazione dei componenti,5,manodopera,Op. Qualificato (MO1003),h / dmc,0.300000,27.080000,8.124000
Recupero edilizia moderna,RecMod_vc_12 - Ancoraggio di strutture metalliche e macchinari,Sono compresi: la fornitura dei materiali di iniezione; la preparazione e la miscelazione dei componenti,6,manodopera,Op. Specializzato (MO1002),h / dmc,0.300000,29.220000,8.766000
Recupero edilizia moderna,RecMod_vc_12 - Ancoraggio di strutture metalliche e macchinari,Sono compresi: la fornitura dei materiali di iniezione; la preparazione e la miscelazione dei componenti,7,materiale,010020 - Betonfix AL,Kg /dmc,2.100000,0.810000,1.701000
Recupero edilizia moderna,RecMod_vc_12 - Ancoraggio di strutture metalliche e macchinari,Sono compresi: la fornitura dei materiali di iniezione; la preparazione e la miscelazione dei componenti,8,noli e trasporti,Nolo attrezzature elettriche,h /dmc,0.000000,8.000000,0.000000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,1,lavorazione,1 - Bloccaggio delle venute d'acqua e sgusci,,,,
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,2,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,3,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,4,lavorazione,2 - Prima mano di malta osmotica,,,,
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,5,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,6,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,7,lavorazione,3 - Posa rete,,,,
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,8,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,9,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,10,lavorazione,4 - Seconda mano di malta osmotica,,,,
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,11,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,12,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,13,materiale,010050 - Betonfix WW,Kg o m /mq,0.400000,5.220000,2.088000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,14,materiale,010015 - Betonfix 300,Kg o m /mq,3.500000,1.490000,5.215000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,15,materiale,190014 - Kimitech 350,Kg o m /mq,1.100000,1.890000,2.079000
Recupero edilizia moderna,RecMod_vc_21 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative,Compreso quanto occorre per dare il lavoro finito. Sono esclusi i costi per la preparazione dei supporti.,16,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.025000,8.000000,0.200000
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,1,lavorazione,1 - Trattamento dei giunti,,,,
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,2,manodopera,Op. Qualificato (MO1003),h / mq,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,3,manodopera,Op. Specializzato (MO1002),h / mq,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,4,lavorazione,2 - Applicazione primer,,,,
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,5,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,6,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,7,lavorazione,3 - Applicazione primo strato di impermeabilizzante,,,,
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,8,manodopera,Op. Qualificato (MO1003),h / mq,0.120000,27.080000,3.249600
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,9,manodopera,Op. Specializzato (MO1002),h / mq,0.120000,29.220000,3.506400
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,10,lavorazione,4 - Posa della rete,,,,
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,11,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,12,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,13,lavorazione,5 - Applicazione secondo strato di impermeabilizzante,,,,
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,14,manodopera,Op. Qualificato (MO1003),h / mq,0.120000,27.080000,3.249600
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,15,manodopera,Op. Specializzato (MO1002),h / mq,0.120000,29.220000,3.506400
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,16,materiale,250100 - Tecnoseal 130,Kg o m /mq,0.100000,9.900000,0.990000
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,17,materiale,040231 - Kimicover FIX MV,Kg o m /mq,0.300000,16.220000,4.866000
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,18,materiale,190127 - Kimitech 120 (larghezza 25 cm),Kg o m /mq,1.050000,0.970000,1.018500
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,19,materiale,040156 - Kimicover JOINT,Kg o m /mq,1.050000,5.850000,6.142500
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,20,materiale,050095 - Kimicover 501 grigio,Kg o m /mq,2.500000,9.300000,23.250000
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,21,materiale,190124 - Kimitech TNT,Kg o m /mq,1.050000,5.330000,5.596500
Recupero edilizia moderna,RecMod_vc_18 - Impermeabilizzazione a vista di coperture occasionalmente pedonabili con sistemi acrilici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,22,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.025000,8.000000,0.200000
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,1,lavorazione,1 - Applicazione primer,,,,
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,2,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,3,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,4,lavorazione,2 - Applicazione primo strato di impermeabilizzante,,,,
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,5,manodopera,Op. Qualificato (MO1003),h / mq,0.120000,27.080000,3.249600
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,6,manodopera,Op. Specializzato (MO1002),h / mq,0.120000,29.220000,3.506400
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,7,lavorazione,3 - Posa della rete,,,,
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,8,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,9,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,10,lavorazione,4 - Applicazione secondo strato di impermeabilizzante,,,,
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,11,manodopera,Op. Qualificato (MO1003),h / mq,0.120000,27.080000,3.249600
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,12,manodopera,Op. Specializzato (MO1002),h / mq,0.120000,29.220000,3.506400
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,13,materiale,040231 - Kimicover FIX MV,Kg o m /mq,0.300000,16.220000,4.866000
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,14,materiale,050355 - Kimicover UNO,Kg o m /mq,3.000000,4.830000,14.490000
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,15,materiale,190014 - Kimitech 350,Kg o m /mq,1.050000,1.890000,1.984500
Recupero edilizia moderna,RecMod_vc_15 - Impermeabilizzazione di piccole superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,16,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.025000,8.000000,0.200000
Recupero edilizia moderna,RecMod_vc_16 - Impermeabilizzazione di medie e grandi superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,1,lavorazione,1 - Trattamento dei giunti,,,,
Recupero edilizia moderna,RecMod_vc_16 - Impermeabilizzazione di medie e grandi superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,2,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Recupero edilizia moderna,RecMod_vc_16 - Impermeabilizzazione di medie e grandi superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,3,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Recupero edilizia moderna,RecMod_vc_16 - Impermeabilizzazione di medie e grandi superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,4,lavorazione,2 - Applicazione primer,,,,
Recupero edilizia moderna,RecMod_vc_16 - Impermeabilizzazione di medie e grandi superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,5,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_16 - Impermeabilizzazione di medie e grandi superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,6,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_16 - Impermeabilizzazione di medie e grandi superfici con sistemi cementizi elastici,Compreso quanto occorre per dare il lavoro finito. È esclusa la successiva piastrellatura,7,lavorazione,3 - Applicazione primo strato di impermeabilizzante,,,,
